seed,trial,h_legacy,h_fixed,err0_legacy_deg,err0_fixed_deg
21,8,0.48333333333333334,1.3833333333333333,0.5992178469684297,0.00019830502501765366
21,9,10.0,10.0,1.0325233273804473,0.00030211783458364413
21,10,0.4583333333333333,1.7666666666666666,2.0324024049783875,0.00026316467484423554
21,11,0.175,0.20833333333333334,1.9689361102729164,0.003044696901350031
21,12,0.10833333333333334,0.55,0.5501766367740474,0.00023791989093935981
21,13,0.4583333333333333,0.75,1.0334483150562832,0.00032352900110314825
21,14,0.11666666666666667,0.16666666666666666,1.6761315054212214,0.00025389394637520237
21,15,0.10833333333333334,0.6166666666666667,3.789067856567878,0.0038820940972473334
21,16,10.0,10.0,2.185271680430948,7.032701860157919e-06
21,17,10.0,10.0,1.6745934852709683,0.0002860675370551822
21,18,0.125,0.16666666666666666,2.1792131808869253,0.0009781437336354854
21,19,0.625,0.9083333333333333,6.486296235794273,0.0024692559613628024
21,20,2.25,4.341666666666667,3.870557337083251,0.0005627597882341788
21,21,1.5333333333333334,3.441666666666667,4.800516793318379,0.00013160565909709556
21,22,0.1,0.7583333333333333,2.3726543521268333,0.001289577469313465
21,23,10.0,10.0,1.3982017890774425,0.00010695112295673355
21,24,0.6666666666666666,6.258333333333334,2.560909124456784,1.8715416832919323e-05
21,25,0.13333333333333333,0.13333333333333333,1.219585176760533,0.0008638556034146475
21,26,10.0,10.0,2.432597834979285,0.00015355302565288456
21,27,10.0,10.0,1.780051356127855,0.00029495889807437854
21,28,10.0,10.0,0.7049320046113584,9.12039369597131e-05
21,29,0.08333333333333333,0.175,1.691565101456515,0.0031276302542787653
21,30,10.0,10.0,1.0987280999269138,8.521490202001947e-05
21,31,9.241666666666667,10.0,1.0940543160678824,0.00020974670973326323
21,32,10.0,10.0,1.5350563818403606,0.00019927561488538025
21,33,10.0,10.0,2.46835994689096,0.000212711101603021
21,34,0.2,0.20833333333333334,5.112491507890737,0.0023510220373330025
21,35,10.0,10.0,1.7389043452947122,0.0004963822391392364
21,36,0.06666666666666667,0.11666666666666667,0.519440739781746,0.0017029751558121523
21,37,1.6416666666666666,6.833333333333333,1.5406338402888813,0.00017327615544654522
21,38,0.9583333333333334,2.2083333333333335,0.4341729582857355,0.0001768984029543765
21,39,10.0,10.0,1.8513779879955101,0.000669760263420956
21,40,10.0,10.0,2.2904309157381113,0.000509189668368545
21,41,0.7,0.44166666666666665,3.9154570018186945,0.0007624757951529927
21,42,0.09166666666666666,0.1,2.372484784026699,0.001241851660633114
21,43,0.5166666666666667,10.0,0.7059804979786359,0.00016254771819143338
21,44,0.7083333333333334,0.7,4.7003160339340875,0.0024772633961315602
21,45,0.24166666666666667,0.5083333333333333,1.9692219244075944,0.0006670997620525265
21,46,10.0,10.0,0.6681852604198022,0.0001147912807991263
21,47,3.466666666666667,6.875,2.9826952035031202,0.00021338142048994913
21,48,1.6666666666666667,3.8916666666666666,0.24974535472987,0.0005867177984911438
21,49,0.2916666666666667,0.2916666666666667,5.006084193628399,0.006133943569870688
100,0,1.95,2.216666666666667,3.1801468423843193,0.0011827508695562389
100,1,7.233333333333333,10.0,1.982979404998625,0.00019822629522552878
100,2,0.1,0.11666666666666667,0.7745974446751394,0.002625520690234903
100,3,2.033333333333333,3.25,1.3128105707222477,0.0007279914553185754
100,4,0.675,1.0333333333333334,3.0956047424093316,0.0008844958340167886
100,5,0.058333333333333334,2.5833333333333335,2.0507498402022475,0.00033358005130842494
100,6,10.0,10.0,1.7889245350395915,7.011316200349059e-05
100,7,10.0,10.0,2.333011735815656,7.838447429925337e-05
100,8,0.15,1.0666666666666667,0.5611823185219399,0.00035267676298243386
100,9,1.1583333333333334,8.691666666666666,1.0201730256294226,0.0005281894314025068
100,10,0.225,2.091666666666667,2.083479946494256,0.0003553339582759373
100,11,0.15,0.8333333333333334,1.8736908135361632,0.0006511827927431342
100,12,0.5333333333333333,1.325,0.5062907701141269,0.00010115809771123322
100,13,0.175,1.25,1.1013849650502159,0.00028493231864704007
100,14,0.058333333333333334,0.15833333333333333,1.7345630835819075,0.0010711675689855948
100,15,0.13333333333333333,0.6333333333333333,3.525861505738049,0.0007429157455245002
100,16,8.016666666666667,10.0,2.1367228771763593,0.000572293477034091
100,17,10.0,10.0,1.6568127799120032,0.000204566646208956
100,18,0.48333333333333334,0.48333333333333334,2.095581777640558,0.0014060153542412288
100,19,0.625,0.925,6.409007823296446,0.0019136854278426383
100,20,10.0,8.683333333333334,3.842892953034523,0.0005730855715753973
100,21,10.0,10.0,4.764277411194763,0.00024384843660065785
100,22,0.4583333333333333,0.9583333333333334,2.2433863181098395,0.0023555995602949917
100,23,10.0,10.0,1.3759963873699708,5.425768068914656e-05
100,24,10.0,10.0,2.6521101552403388,9.111162579636143e-05
100,25,0.14166666666666666,0.09166666666666666,1.1858390309984868,0.0017926483205806432
100,26,10.0,10.0,2.431297634703917,0.00016110931952711168
100,27,10.0,10.0,1.7326874748165795,0.00030909100368139254
100,28,10.0,10.0,0.7014390352939749,7.314417505318013e-05
100,29,0.06666666666666667,0.1,1.5284785275517618,0.0030910441918448246
100,30,10.0,10.0,1.0886602177092026,0.00010718795208009121
100,31,10.0,10.0,1.0973636961393816,0.0002145175216825502
100,32,10.0,10.0,1.5165587347355969,9.677989088526709e-05
100,33,10.0,10.0,2.4630845137022273,0.00010967865549828333
